kanji,joyo_index,radical,strokes,grade,year_added,english_meaning,on_kana,on_romaji,kun_kana,kun_romaji,unicode,svg_file,heisig_number,heisig_keyword
股,562,肉,8,S,2010,crotch,コ,ko,また,mata,u80a1,u80a1.svg,,
虎,563,虍,8,S,2010,tiger,コ,ko,とら,tora,u864e,u864e.svg,,
孤,564,子,9,S,,orphan,コ,ko,,,u5b64,u5b64.svg,,
弧,565,弓,9,S,,arc,コ,ko,,,u5f27,u5f27.svg,,
故,566,攴,9,5,,circumstances,コ,ko,ゆえ,yue,u6545,u6545.svg,,
枯,567,木,9,S,,wither,コ,ko,か-れる、か-らす,"ka-reru, ka-rasu",u67af,u67af.svg,,
個,568,人,10,5,,individual,コ,ko,,,u500b,u500b.svg,,
庫,569,广,10,3,,warehouse,コ、（ク）,"ko, (ku)",,,u5eab,u5eab.svg,,
湖,570,水,12,3,,lake,コ,ko,みずうみ,mizuumi,u6e56,u6e56.svg,,
雇,571,隹,12,S,,employ,コ,ko,やと-う,yato-u,u96c7,u96c7.svg,,
誇,572,言,13,S,,boast,コ,ko,ほこ-る,hoko-ru,u8a87,u8a87.svg,,
鼓,573,鼓,13,S,,drum,コ,ko,つづみ,tsuzumi,u9f13,u9f13.svg,,
錮,574,金,16,S,2010,tie up,コ,ko,,,u932e,u932e.svg,,
顧,575,頁,21,S,,look back,コ,ko,かえり-みる,kaeri-miru,u9867,u9867.svg,,
五,576,二,4,1,,five,ゴ,go,いつ、いつ-つ,"itsu, itsu-tsu",u4e94,u4e94.svg,,
互,577,二,4,S,,mutually,ゴ,go,たが-い,taga-i,u4e92,u4e92.svg,,
午,578,十,4,2,,noon,ゴ,go,,,u5348,u5348.svg,,
呉,579,口,7,S,,give,ゴ,go,,,u5449,u5449.svg,,
後,580,彳,9,2,,behind,ゴ、コウ,"go, kō",のち、うし-ろ、あと、おく-れる,"nochi, ushi-ro, ato, oku-reru",u5f8c,u5f8c.svg,,
娯,581,女,10,S,,recreation,ゴ,go,,,u5a2f,u5a2f.svg,,
悟,582,心,10,S,,enlightenment,ゴ,go,さと-る,sato-ru,u609f,u609f.svg,,
碁,583,石,13,S,,Go,ゴ,go,,,u7881,u7881.svg,,
語,584,言,14,2,,language,ゴ,go,かた-る、かた-らう,"kata-ru, kata-rau",u8a9e,u8a9e.svg,,
誤,585,言,14,6,,mistake,ゴ,go,あやま-る,ayama-ru,u8aa4,u8aa4.svg,,
護,586,言,20,5,,safeguard,ゴ,go,,,u8b77,u8b77.svg,,
口,587,口,3,1,,mouth,コウ、ク,"kō, ku",くち,kuchi,u53e3,u53e3.svg,,
工,588,工,3,2,,craft,コウ、ク,"kō, ku",,,u5de5,u5de5.svg,,
公,589,八,4,2,,public,コウ,kō,おおやけ,ooyake,u516c,u516c.svg,,
勾,590,勹,4,S,2010,capture,コウ,kō,,,u52fe,u52fe.svg,,
孔,591,子,4,S,,cavity,コウ,kō,,,u5b54,u5b54.svg,,
功,592,力,5,4,,achievement,コウ、（ク）,"kō, (ku)",,,u529f,u529f.svg,,
巧,593,工,5,S,,adroit,コウ,kō,たく-み,taku-mi,u5de7,u5de7.svg,,
広,594,广,5,2,,wide,コウ,kō,ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる,"hiro-i, hiro-maru, hiro-meru, hiro-garu, hiro-geru",u5e83,u5e83.svg,,
甲,595,田,5,S,,armor,コウ、カン,"kō, kan",,,u7532,u7532.svg,,
交,596,亠,6,2,,mix,コウ,kō,まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす,"maji-waru, maji-eru, ma-jiru, ma-zaru, ma-zeru, ka-u, ka-wasu",u4ea4,u4ea4.svg,,
光,597,儿,6,2,,ray,コウ,kō,ひか-る、ひかり,"hika-ru, hikari",u5149,u5149.svg,,
向,598,口,6,3,,over there,コウ,kō,む-く、む-ける、む-かう、む-こう,"mu-ku, mu-keru, mu-kau, mu-kō",u5411,u5411.svg,,
后,599,口,6,6,,empress,コウ,kō,,,u540e,u540e.svg,,
好,600,女,6,4,,like,コウ,kō,この-む、す-く,"kono-mu, su-ku",u597d,u597d.svg,,
江,601,水,6,S,,inlet,コウ,kō,え,e,u6c5f,u6c5f.svg,,
考,602,老,6,2,,think,コウ,kō,かんが-える,kanga-eru,u8003,u8003.svg,,
行,603,行,6,2,,go,コウ、ギョウ、（アン）,"kō, gyō, (an)",い-く、ゆ-く、おこな-う,"i-ku, yu-ku, okona-u",u884c,u884c.svg,,
坑,604,土,7,S,,pit,コウ,kō,,,u5751,u5751.svg,,
孝,605,子,7,6,,filial piety,コウ,kō,,,u5b5d,u5b5d.svg,,
抗,606,手,7,S,,confront,コウ,kō,,,u6297,u6297.svg,,
攻,607,攴,7,S,,aggression,コウ,kō,せ-める,se-meru,u653b,u653b.svg,,
更,608,曰,7,S,,grow late,コウ,kō,さら、ふ-ける、ふ-かす,"sara, fu-keru, fu-kasu",u66f4,u66f4.svg,,
効,609,力,8,5,,effect,コウ,kō,き-く,ki-ku,u52b9,u52b9.svg,,
幸,610,干,8,3,,happiness,コウ,kō,さいわ-い、さち、しあわ-せ,"saiwa-i, sachi, shiawa-se",u5e78,u5e78.svg,,
拘,611,手,8,S,,arrest,コウ,kō,,,u62d8,u62d8.svg,,
肯,612,肉,8,S,,agreement,コウ,kō,,,u80af,u80af.svg,,
侯,613,人,9,S,,marquis,コウ,kō,,,u4faf,u4faf.svg,,
厚,614,厂,9,5,,thick,コウ,kō,あつ-い,atsu-i,u539a,u539a.svg,,
恒,615,心,9,S,,constancy,コウ,kō,,,u6052,u6052.svg,,
洪,616,水,9,S,1981,deluge,コウ,kō,,,u6d2a,u6d2a.svg,,
皇,617,白,9,6,,emperor,コウ、オウ,"kō, ō",,,u7687,u7687.svg,,
紅,618,糸,9,6,,deep red,コウ、（ク）,"kō, (ku)",べに、くれない,"beni, kurenai",u7d05,u7d05.svg,,
荒,619,艸,9,S,,laid waste,コウ,kō,あら-い、あ-れる、あ-らす,"ara-i, a-reru, a-rasu",u8352,u8352.svg,,
郊,620,邑,9,S,,outskirts,コウ,kō,,,u90ca,u90ca.svg,,
香,621,香,9,4,,incense,コウ、（キョウ）,"kō, (kyō)",か、かお-り、かお-る,"ka, kao-ri, kao-ru",u9999,u9999.svg,,
候,622,人,10,4,,climate,コウ,kō,そうろう,sōrō,u5019,u5019.svg,,
校,623,木,10,1,,school,コウ,kō,,,u6821,u6821.svg,,
耕,624,耒,10,5,,till,コウ,kō,たがや-す,tagaya-su,u8015,u8015.svg,,
航,625,舟,10,5,,cruise,コウ,kō,,,u822a,u822a.svg,,
貢,626,貝,10,S,,tribute,コウ、（ク）,"kō, (ku)",みつ-ぐ,mitsu-gu,u8ca2,u8ca2.svg,,
降,627,阜,10,6,,descend,コウ,kō,お-りる、お-ろす、ふ-る,"o-riru, o-rosu, fu-ru",u964d,u964d.svg,,
高,628,高,10,2,,"tall, expensive",コウ,kō,たか-い、たか、たか-まる、たか-める,"taka-i, taka, taka-maru, taka-meru",u9ad8,u9ad8.svg,,
康,629,广,11,4,,health,コウ,kō,,,u5eb7,u5eb7.svg,,
控,630,手,11,S,,withdraw,コウ,kō,ひか-える,hika-eru,u63a7,u63a7.svg,,
梗,631,木,11,S,2010,close up,コウ,kō,,,u6897,u6897.svg,,
黄,632,黃,11,2,,yellow,コウ、オウ,"kō, ō",き、（こ）,"ki, (ko)",u9ec4,u9ec4.svg,,
喉,633,口,12,S,2010,throat,コウ,kō,のど,nodo,u5589,u5589.svg,,
慌,634,心,12,S,,disconcerted,コウ,kō,あわ-てる、あわ-ただしい,"awa-teru, awa-tadashii",u614c,u614c.svg,,
港,635,水,12,3,,harbor,コウ,kō,みなと,minato,u6e2f,u6e2f.svg,,
硬,636,石,12,S,,stiff,コウ,kō,かた-い,kata-i,u786c,u786c.svg,,
絞,637,糸,12,S,,strangle,コウ,kō,しぼ-る、し-める、し-まる,"shibo-ru, shi-meru, shi-maru",u7d5e,u7d5e.svg,,
項,638,頁,12,S,,paragraph,コウ,kō,,,u9805,u9805.svg,,
溝,639,水,13,S,1981,gutter,コウ,kō,みぞ,mizo,u6e9d,u6e9d.svg,,
鉱,640,金,13,5,,mineral,コウ,kō,,,u9271,u9271.svg,,
構,641,木,14,5,,construct,コウ,kō,かま-える、かま-う,"kama-eru, kama-u",u69cb,u69cb.svg,,
綱,642,糸,14,S,,hawser,コウ,kō,つな,tsuna,u7db1,u7db1.svg,,
酵,643,酉,14,S,,fermentation,コウ,kō,,,u9175,u9175.svg,,
稿,644,禾,15,S,,draft,コウ,kō,,,u7a3f,u7a3f.svg,,
興,645,臼,16,5,,entertain,コウ、キョウ,"kō, kyō",おこ-る、おこ-す,"oko-ru, oko-su",u8208,u8208.svg,,
衡,646,行,16,S,,equilibrium,コウ,kō,,,u8861,u8861.svg,,
鋼,647,金,16,6,,steel,コウ,kō,はがね,hagane,u92fc,u92fc.svg,,
講,648,言,17,5,,lecture,コウ,kō,,,u8b1b,u8b1b.svg,,
購,649,貝,17,S,,subscription,コウ,kō,,,u8cfc,u8cfc.svg,,
乞,650,乙,3,S,2010,beg,,,こ-う,ko-u,u4e5e,u4e5e.svg,,
号,651,虍,5,3,,number,ゴウ,gō,,,u53f7,u53f7.svg,,
合,652,口,6,2,,fit,ゴウ、ガッ、（カッ）,"gō, ga', (ka')",あ-う、あ-わす、あ-わせる,"a-u, a-wasu, a-waseru",u5408,u5408.svg,,
拷,653,手,9,S,,torture,ゴウ,gō,,,u62f7,u62f7.svg,,
剛,654,刀,10,S,,sturdy,ゴウ,gō,,,u525b,u525b.svg,,
傲,655,人,13,S,2010,be proud,ゴウ,gō,,,u50b2,u50b2.svg,,
豪,656,豕,14,S,,overpowering,ゴウ,gō,,,u8c6a,u8c6a.svg,,
克,657,儿,7,S,,overcome,コク,koku,,,u514b,u514b.svg,,
告,658,口,7,5,,tell,コク,koku,つ-げる,tsu-geru,u544a,u544a.svg,,
谷,659,谷,7,2,,valley,コク,koku,たに,tani,u8c37,u8c37.svg,,
刻,660,刀,8,6,,engrave,コク,koku,きざ-む,kiza-mu,u523b,u523b.svg,,
国,661,囗,8,2,,country,コク,koku,くに,kuni,u56fd,u56fd.svg,,
黒,662,黑,11,2,,black,コク,koku,くろ、くろ-い,"kuro, kuro-i",u9ed2,u9ed2.svg,,
穀,663,禾,14,6,,cereals,コク,koku,,,u7a40,u7a40.svg,,
酷,664,酉,14,S,,cruel,コク,koku,,,u9177,u9177.svg,,
獄,665,犬,14,S,,prison,ゴク,goku,,,u7344,u7344.svg,,
骨,666,骨,10,6,,bone,コツ,kotsu,ほね,hone,u9aa8,u9aa8.svg,,
駒,667,馬,15,S,2010,horse,,,こま,koma,u99d2,u99d2.svg,,
込,668,辵,5,S,,crowded,,,こ-む、こ-める,"ko-mu, ko-meru",u8fbc,u8fbc.svg,,
頃,669,頁,11,S,2010,times,,,ころ,koro,u9803,u9803.svg,,
今,670,人,4,2,,now,コン、キン,"kon, kin",いま,ima,u4eca,u4eca.svg,,
困,671,囗,7,6,,become distressed,コン,kon,こま-る,koma-ru,u56f0,u56f0.svg,,
昆,672,日,8,S,1981,descendants,コン,kon,,,u6606,u6606.svg,,
恨,673,心,9,S,,rancor,コン,kon,うら-む、うら-めしい,"ura-mu, ura-meshii",u6068,u6068.svg,,
根,674,木,10,3,,root,コン,kon,ね,ne,u6839,u6839.svg,,
婚,675,女,11,S,,marriage,コン,kon,,,u5a5a,u5a5a.svg,,
混,676,水,11,5,,mix,コン,kon,ま-じる、ま-ざる、ま-ぜる、こ-む,"ma-jiru, ma-zaru, ma-zeru, ko-mu",u6df7,u6df7.svg,,
痕,677,疒,11,S,2010,mark,コン,kon,あと,ato,u75d5,u75d5.svg,,
紺,678,糸,11,S,,dark blue,コン,kon,,,u7d3a,u7d3a.svg,,
魂,679,鬼,14,S,,soul,コン,kon,たましい,tamashii,u9b42,u9b42.svg,,
墾,680,土,16,S,,ground-breaking,コン,kon,,,u58be,u58be.svg,,
懇,681,心,17,S,,sociable,コン,kon,ねんご-ろ,nengo-ro,u61c7,u61c7.svg,,
左,682,工,5,1,,left (direction),サ,sa,ひだり,hidari,u5de6,u5de6.svg,,
佐,683,人,7,4,,help,サ,sa,,,u4f50,u4f50.svg,,
沙,684,水,7,S,2010,sand,サ,sa,,,u6c99,u6c99.svg,,
査,685,木,9,5,,investigate,サ,sa,,,u67fb,u67fb.svg,,
砂,686,石,9,6,,sand,サ、シャ,"sa, sha",すな,suna,u7802,u7802.svg,,
唆,687,口,10,S,,tempt,サ,sa,そそのか-す,sosonoka-su,u5506,u5506.svg,,
差,688,工,10,4,,distinction,サ,sa,さ-す,sa-su,u5dee,u5dee.svg,,
詐,689,言,12,S,,lie,サ,sa,,,u8a50,u8a50.svg,,
鎖,690,金,18,S,,chain,サ,sa,くさり,kusari,u9396,u9396.svg,,
座,691,广,10,6,,sit,ザ,za,すわ-る,suwa-ru,u5ea7,u5ea7.svg,,
挫,692,手,10,S,2010,sprain,ザ,za,,,u632b,u632b.svg,,
才,693,手,3,2,,genius,サイ,sai,,,u624d,u624d.svg,,
再,694,冂,6,5,,again,サイ、（サ）,"sai, (sa)",ふたた-び,futata-bi,u518d,u518d.svg,,
災,695,火,7,5,,disaster,サイ,sai,わざわ-い,wazawa-i,u707d,u707d.svg,,
妻,696,女,8,5,,wife,サイ,sai,つま,tsuma,u59bb,u59bb.svg,,
采,697,釆,8,S,2010,form,サイ,sai,,,u91c7,u91c7.svg,,
砕,698,石,9,S,,smash,サイ,sai,くだ-く、くだ-ける,"kuda-ku, kuda-keru",u7815,u7815.svg,,
宰,699,宀,10,S,,superintend,サイ,sai,,,u5bb0,u5bb0.svg,,
栽,700,木,10,S,,plantation,サイ,sai,,,u683d,u683d.svg,,
彩,701,彡,11,S,,coloring,サイ,sai,いろど-る,irodo-ru,u5f69,u5f69.svg,,
採,702,手,11,5,,pick,サイ,sai,と-る,to-ru,u63a1,u63a1.svg,,
済,703,水,11,6,,settle,サイ,sai,す-む、す-ます,"su-mu, su-masu",u6e08,u6e08.svg,,
祭,704,示,11,3,,festival,サイ,sai,まつ-る、まつ-り,"matsu-ru, matsu-ri",u796d,u796d.svg,,
斎,705,齊,11,S,,purification,サイ,sai,,,u658e,u658e.svg,,
細,706,糸,11,2,,thin,サイ,sai,ほそ-い、ほそ-る、こま-か、こま-かい,"hoso-i, hoso-ru, koma-ka, koma-kai",u7d30,u7d30.svg,,
菜,707,艸,11,4,,vegetable,サイ,sai,な,na,u83dc,u83dc.svg,,
最,708,曰,12,4,,most,サイ,sai,もっと-も,motto-mo,u6700,u6700.svg,,
裁,709,衣,12,6,,judge,サイ,sai,た-つ、さば-く,"ta-tsu, saba-ku",u88c1,u88c1.svg,,
債,710,人,13,S,,bond,サイ,sai,,,u50b5,u50b5.svg,,
催,711,人,13,S,,sponsor,サイ,sai,もよお-す,moyoo-su,u50ac,u50ac.svg,,
塞,712,土,13,S,2010,obstruct,サイ、ソク,"sai, soku",ふさ-ぐ、ふさ-がる,"fusa-gu, fusa-garu",u585e,u585e.svg,,
歳,713,止,13,S,,year-end,サイ、（セイ）,"sai, (sei)",,,u6b73,u6b73.svg,,
載,714,車,13,S,,ride,サイ,sai,の-せる、の-る,"no-seru, no-ru",u8f09,u8f09.svg,,
際,715,阜,14,5,,occasion,サイ,sai,きわ,kiwa,u969b,u969b.svg,,
埼,716,土,11,4,2010,cape (geography),,,（さい）[6],(sai),u57fc,u57fc.svg,,
在,717,土,6,5,,exist,ザイ,zai,あ-る,a-ru,u5728,u5728.svg,,
材,718,木,7,4,,lumber,ザイ,zai,,,u6750,u6750.svg,,
剤,719,刀,10,S,,dose,ザイ,zai,,,u5264,u5264.svg,,
財,720,貝,10,5,,wealth,ザイ、（サイ）,"zai, (sai)",,,u8ca1,u8ca1.svg,,
罪,721,网,13,5,,guilt,ザイ,zai,つみ,tsumi,u7f6a,u7f6a.svg,,
崎,722,山,11,4,1981,promontory,,,さき,saki,u5d0e,u5d0e.svg,,
作,723,人,7,2,,make,サク、サ,"saku, sa",つく-る,tsuku-ru,u4f5c,u4f5c.svg,,
削,724,刀,9,S,,plane,サク,saku,けず-る,kezu-ru,u524a,u524a.svg,,
昨,725,日,9,4,,previous,サク,saku,,,u6628,u6628.svg,,
柵,726,木,9,S,2010,fence,サク,saku,,,u67f5,u67f5.svg,,
索,727,糸,10,S,,cord,サク,saku,,,u7d22,u7d22.svg,,
策,728,竹,12,6,,scheme,サク,saku,,,u7b56,u7b56.svg,,
酢,729,酉,12,S,,vinegar,サク,saku,す,su,u9162,u9162.svg,,
搾,730,手,13,S,,squeeze,サク,saku,しぼ-る,shibo-ru,u643e,u643e.svg,,
錯,731,金,16,S,,confused,サク,saku,,,u932f,u932f.svg,,
咲,732,口,9,S,,blossom,,,さ-く,sa-ku,u54b2,u54b2.svg,,
冊,733,冂,5,6,,counter for books,サツ、サク,"satsu, saku",,,u518a,u518a.svg,,
札,734,木,5,4,,tag,サツ,satsu,ふだ,fuda,u672d,u672d.svg,,
刷,735,刀,8,4,,printing,サツ,satsu,す-る,su-ru,u5237,u5237.svg,,
刹,736,刀,8,S,2010,temple,サツ、セツ,"satsu, setsu",,,u5239,u5239.svg,,
拶,737,手,9,S,2010,be imminent,サツ,satsu,,,u62f6,u62f6.svg,,
殺,738,殳,10,5,,kill,サツ、（サイ）、（セツ）,"satsu, (sai), (setsu)",ころ-す,koro-su,u6bba,u6bba.svg,,
察,739,宀,14,4,,guess,サツ,satsu,,,u5bdf,u5bdf.svg,,
撮,740,手,15,S,,snapshot,サツ,satsu,と-る,to-ru,u64ae,u64ae.svg,,
擦,741,手,17,S,,grate,サツ,satsu,す-る、す-れる,"su-ru, su-reru",u64e6,u64e6.svg,,
雑,742,隹,14,5,,miscellaneous,ザツ、ゾウ,"zatsu, zō",,,u96d1,u96d1.svg,,
皿,743,皿,5,3,1981,dish,,,さら,sara,u76bf,u76bf.svg,,
三,744,一,3,1,,three,サン,san,み、み-つ、みっ-つ,"mi, mi-tsu, mi'-tsu",u4e09,u4e09.svg,,
山,745,山,3,1,,mountain,サン,san,やま,yama,u5c71,u5c71.svg,,
参,746,厶,8,4,,participate,サン,san,まい-る,mai-ru,u53c2,u53c2.svg,,
桟,747,木,10,S,1981,scaffold,サン,san,,,u685f,u685f.svg,,
蚕,748,虫,10,6,,silkworm,サン,san,かいこ,kaiko,u8695,u8695.svg,,
惨,749,心,11,S,,wretched,サン、ザン,"san, zan",みじ-め,miji-me,u60e8,u60e8.svg,,
産,750,生,11,4,,give birth,サン,san,う-む、う-まれる、うぶ,"u-mu, u-mareru, ubu",u7523,u7523.svg,,
傘,751,人,12,S,1981,umbrella,サン,san,かさ,kasa,u5098,u5098.svg,,
散,752,攴,12,4,,scatter,サン,san,ち-る、ち-らす、ち-らかす、ち-らかる,"chi-ru, chi-rasu, chi-rakasu, chi-rakaru",u6563,u6563.svg,,
算,753,竹,14,2,,calculate,サン,san,,,u7b97,u7b97.svg,,
酸,754,酉,14,5,,acid,サン,san,す-い,su-i,u9178,u9178.svg,,
賛,755,貝,15,5,,approve,サン,san,,,u8cdb,u8cdb.svg,,
残,756,歹,10,4,,remainder,ザン,zan,のこ-る、のこ-す,"noko-ru, noko-su",u6b8b,u6b8b.svg,,
斬,757,斤,11,S,2010,kill by slicing,ザン,zan,き-る,ki-ru,u65ac,u65ac.svg,,
暫,758,日,15,S,,temporarily,ザン,zan,,,u66ab,u66ab.svg,,
士,759,士,3,5,,gentleman,シ,shi,,,u58eb,u58eb.svg,,
子,760,子,3,1,,child,シ、ス,"shi, su",こ,ko,u5b50,u5b50.svg,,
支,761,支,4,5,,branch,シ,shi,ささ-える,sasa-eru,u652f,u652f.svg,,
止,762,止,4,2,,stop,シ,shi,と-まる、と-める,"to-maru, to-meru",u6b62,u6b62.svg,,
氏,763,氏,4,4,,family name,シ,shi,うじ,uji,u6c0f,u6c0f.svg,,
仕,764,人,5,3,,do,シ、（ジ）,"shi, (ji)",つか-える,tsuka-eru,u4ed5,u4ed5.svg,,
史,765,口,5,5,,history,シ,shi,,,u53f2,u53f2.svg,,
司,766,口,5,4,,director,シ,shi,,,u53f8,u53f8.svg,,
四,767,囗,5,1,,four,シ,shi,よ、よ-つ、よっ-つ、よん,"yo, yo-tsu, yo'-tsu, yon",u56db,u56db.svg,,
市,768,巾,5,2,,market,シ,shi,いち,ichi,u5e02,u5e02.svg,,
矢,769,矢,5,2,,arrow,シ,shi,や,ya,u77e2,u77e2.svg,,
旨,770,日,6,S,,delicious,シ,shi,むね,mune,u65e8,u65e8.svg,,
死,771,歹,6,3,,death,シ,shi,し-ぬ,shi-nu,u6b7b,u6b7b.svg,,
糸,772,糸,6,1,,thread,シ,shi,いと,ito,u7cf8,u7cf8.svg,,
至,773,至,6,6,,climax,シ,shi,いた-る,ita-ru,u81f3,u81f3.svg,,
伺,774,人,7,S,,pay respects,シ,shi,うかが-う,ukaga-u,u4f3a,u4f3a.svg,,
志,775,心,7,5,,intention,シ,shi,こころざ-す、こころざし,"kokoroza-su, kokorozashi",u5fd7,u5fd7.svg,,
私,776,禾,7,6,,me,シ,shi,わたくし、わたし,"watakushi, watashi",u79c1,u79c1.svg,,
使,777,人,8,3,,use,シ,shi,つか-う,tsuka-u,u4f7f,u4f7f.svg,,
刺,778,刀,8,S,,thorn,シ,shi,さ-す、さ-さる,"sa-su, sa-saru",u523a,u523a.svg,,
始,779,女,8,3,,begin,シ,shi,はじ-める、はじ-まる,"haji-meru, haji-maru",u59cb,u59cb.svg,,
姉,780,女,8,2,,older sister,シ,shi,あね,ane,u59c9,u59c9.svg,,
枝,781,木,8,5,,branch,シ,shi,えだ,eda,u679d,u679d.svg,,
祉,782,示,8,S,,welfare,シ,shi,,,u7949,u7949.svg,,
肢,783,肉,8,S,1981,limb,シ,shi,,,u80a2,u80a2.svg,,
姿,784,女,9,6,,figure,シ,shi,すがた,sugata,u59ff,u59ff.svg,,
思,785,心,9,2,,think,シ,shi,おも-う,omo-u,u601d,u601d.svg,,
指,786,手,9,3,,finger,シ,shi,ゆび、さ-す,"yubi, sa-su",u6307,u6307.svg,,
施,787,方,9,S,,carry out,シ、セ,"shi, se",ほどこ-す,hodoko-su,u65bd,u65bd.svg,,
師,788,巾,10,5,,expert,シ,shi,,,u5e2b,u5e2b.svg,,
恣,789,心,10,S,2010,selfish,シ,shi,,,u6063,u6063.svg,,
紙,790,糸,10,2,,paper,シ,shi,かみ,kami,u7d19,u7d19.svg,,
脂,791,肉,10,S,,fat,シ,shi,あぶら,abura,u8102,u8102.svg,,
視,792,見,11,6,,look at,シ,shi,,,u8996,u8996.svg,,
紫,793,糸,12,S,,purple,シ,shi,むらさき,murasaki,u7d2b,u7d2b.svg,,
詞,794,言,12,6,,poetry,シ,shi,,,u8a5e,u8a5e.svg,,
歯,795,齒,12,3,,tooth,シ,shi,は,ha,u6b6f,u6b6f.svg,,
嗣,796,口,13,S,,heir,シ,shi,,,u55e3,u55e3.svg,,
試,797,言,13,4,,test,シ,shi,こころ-みる、ため-す,"kokoro-miru, tame-su",u8a66,u8a66.svg,,
詩,798,言,13,3,,poem,シ,shi,,,u8a69,u8a69.svg,,
資,799,貝,13,5,,resources,シ,shi,,,u8cc7,u8cc7.svg,,
飼,800,食,13,5,,domesticate,シ,shi,か-う,ka-u,u98fc,u98fc.svg,,
誌,801,言,14,6,,document,シ,shi,,,u8a8c,u8a8c.svg,,
雌,802,隹,14,S,,feminine,シ,shi,め、めす,"me, mesu",u96cc,u96cc.svg,,
摯,803,手,15,S,2010,seriousness,シ,shi,,,u646f,u646f.svg,,
賜,804,貝,15,S,,grant,シ,shi,たまわ-る,tamawa-ru,u8cdc,u8cdc.svg,,
諮,805,言,16,S,,consult with,シ,shi,はか-る,haka-ru,u8aee,u8aee.svg,,
示,806,示,5,5,,indicate,ジ、シ,"ji, shi",しめ-す,shime-su,u793a,u793a.svg,,
字,807,子,6,1,,letter,ジ,ji,あざ,aza,u5b57,u5b57.svg,,
寺,808,寸,6,2,,Buddhist temple,ジ,ji,てら,tera,u5bfa,u5bfa.svg,,
次,809,欠,6,3,,next,ジ、シ,"ji, shi",つ-ぐ、つぎ,"tsu-gu, tsugi",u6b21,u6b21.svg,,
耳,810,耳,6,1,,ear,ジ,ji,みみ,mimi,u8033,u8033.svg,,
自,811,自,6,2,,oneself,ジ、シ,"ji, shi",みずか-ら,mizuka-ra,u81ea,u81ea.svg,,
似,812,人,7,5,,becoming,ジ,ji,に-る,ni-ru,u4f3c,u4f3c.svg,,
児,813,儿,7,4,,child,ジ、（ニ）,"ji, (ni)",,,u5150,u5150.svg,,
事,814,亅,8,3,,abstract thing,ジ、（ズ）,"ji, (zu)",こと,koto,u4e8b,u4e8b.svg,,
侍,815,人,8,S,,waiter,ジ,ji,さむらい,samurai,u4f8d,u4f8d.svg,,
治,816,水,8,4,,govern,ジ、チ,"ji, chi",おさ-める、おさ-まる、なお-る、なお-す,"osa-meru, osa-maru, nao-ru, nao-su",u6cbb,u6cbb.svg,,
持,817,手,9,3,,hold,ジ,ji,も-つ,mo-tsu,u6301,u6301.svg,,
時,818,日,10,2,,time,ジ,ji,とき,toki,u6642,u6642.svg,,
滋,819,水,12,4,,nourishing,ジ,ji,,,u6ecb,u6ecb.svg,,
慈,820,心,13,S,,mercy,ジ,ji,いつく-しむ,itsuku-shimu,u6148,u6148.svg,,
辞,821,辛,13,4,,resign,ジ,ji,や-める,ya-meru,u8f9e,u8f9e.svg,,
磁,822,石,14,6,,magnet,ジ,ji,,,u78c1,u78c1.svg,,
餌,823,食,15,S,2010,bait,ジ,ji,えさ、え,"esa, e",u990c,u990c.svg,,
璽,824,玉,19,S,,emperor's seal,ジ,ji,,,u74bd,u74bd.svg,,
鹿,825,鹿,11,4,2010,deer,,,しか、（か）,"shika, (ka)",u9e7f,u9e7f.svg,,
式,826,弋,6,3,,style,シキ,shiki,,,u5f0f,u5f0f.svg,,
識,827,言,19,5,,discriminating,シキ,shiki,,,u8b58,u8b58.svg,,
軸,828,車,12,S,,axis,ジク,jiku,,,u8ef8,u8ef8.svg,,
七,829,一,2,1,,seven,シチ,shichi,なな、なな-つ、（なの）,"nana, nana-tsu, (nano)",u4e03,u4e03.svg,,
𠮟,830,口,5,S,2010,scold,シツ,shitsu,しか-る,shika-ru,u20b9f,u20b9f.svg,,
失,831,大,5,4,,lose,シツ,shitsu,うしな-う,ushina-u,u5931,u5931.svg,,
室,832,宀,9,2,,room,シツ,shitsu,むろ,muro,u5ba4,u5ba4.svg,,
疾,833,疒,10,S,,rapidly,シツ,shitsu,,,u75be,u75be.svg,,
執,834,土,11,S,,tenacious,シツ、シュウ,"shitsu, shū",と-る,to-ru,u57f7,u57f7.svg,,
湿,835,水,12,S,,damp,シツ,shitsu,しめ-る、しめ-す,"shime-ru, shime-su",u6e7f,u6e7f.svg,,
嫉,836,女,13,S,2010,envy,シツ,shitsu,,,u5ac9,u5ac9.svg,,
漆,837,水,14,S,,lacquer,シツ,shitsu,うるし,urushi,u6f06,u6f06.svg,,
質,838,貝,15,5,,quality,シツ、シチ、（チ）,"shitsu, shichi, (chi)",,,u8cea,u8cea.svg,,
実,839,宀,8,3,,truth,ジツ,jitsu,み、みの-る,"mi, mino-ru",u5b9f,u5b9f.svg,,
芝,840,艸,6,S,,turf,,,しば,shiba,u829d,u829d.svg,,
写,841,宀,5,3,,copy,シャ,sha,うつ-す、うつ-る,"utsu-su, utsu-ru",u5199,u5199.svg,,
社,842,示,7,2,,company,シャ,sha,やしろ,yashiro,u793e,u793e.svg,,
車,843,車,7,1,,car,シャ,sha,くるま,kuruma,u8eca,u8eca.svg,,
