kanji,heisig_number,heisig_keyword,heisig_components,kml_primitives,primitive_count,cluster_components,collapse_to
栽,382,plantation,Thanksgiving; harvest festival; ten; needle; fiesta; tree; wood,十|木,2,plantation,
載,383,load,Thanksgiving; harvest festival; ten; needle; fiesta; car; vehicle,十,1,load,
茂,384,overgrown,flowers; parade,,0,overgrown,
戚,385,relatives,half-uncle; above; small; little; parade,小,1,relatives,
成,386,turn into,parade; sword; dagger,,0,turn into,
城,387,castle,soil; dirt; ground; turn into; parade; sword; dagger,土,1,castle,
誠,388,sincerity,say; words; keitai; mouth; turn into; sword; dagger; parade,口,1,sincerity,
威,389,intimidate,march; women; woman,女,1,intimidate,
滅,390,destroy,water; water droplets; water pistol; march; fire,水|火,2,destroy,
減,391,dwindle,water; water droplets; water pistol; march; mouth,水|口,2,dwindle,
蔑,392,revile,flowers; eye; cross-eyed; net; march,目,1,revile,
桟,393,scaffold,tree; wood; float; fiesta,木,1,scaffold,
銭,394,coin,metal; gold; float; fiesta,金,1,coin,
浅,395,shallow,water; water droplets; water pistol; float; fiesta,水,1,shallow,
止,396,stop,footprint,,0,stop,
歩,397,walk,stop; footprint; few,,0,walk,
渉,398,ford,water; water droplets; water pistol; walk; stop; footprint; few,水,1,ford,
頻,399,repeatedly,walk; stop; footprint; few; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,一|丶|貝|目|legs|split,6,repeatedly,
肯,400,agreement,stop; footprint; moon,月,2,agreement,
企,401,undertake,umbrella; stop; footprint,,0,undertake,
歴,402,curriculum,cliff; grove; tree; wood; stop; footprint,cliff|木,2,curriculum,
武,403,warrior,one; arrow; stop; footprint,一,1,warrior,
賦,404,levy,shell; warrior; one; stop; footprint; arrow,貝|目|legs|split|一,5,levy,
正,405,correct,one; ceiling; stop; footprint,一,1,correct,
証,406,evidence,say; words; keitai; mouth; correct; one; ceiling; stop; footprint,口|一,2,evidence,
政,407,politics,correct; one; ceiling; stop; footprint; taskmaster,一,1,politics,
定,408,determine,house; mend,,0,determine,
錠,409,lock,metal; gold; determine; determined; house; mend,金,1,lock,
走,410,run,soil; dirt; ground; mend,土,1,run,
超,411,transcend,run; soil; dirt; ground; mend; summon; seduce; sword; dagger; mouth,土|口,2,transcend,
赴,412,proceed,run; soil; dirt; ground; mend; magic wand; augury,土,1,proceed,
越,413,surpass,run; soil; dirt; ground; mend; parade,土,1,surpass,
是,414,just so,sun; mend,日,1,just so,
題,415,topic,just so; sun; mend; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,日|一|丶|貝|目|legs|split,7,topic,
堤,416,dike,soil; dirt; ground; just so; sun; mend,土|日,2,dike,
建,417,build,brush; stretch,,0,build,
鍵,418,key,metal; gold; build; brush; stretch,金,1,key,
延,419,prolong,drop; stop; footprint; stretch,丶,1,prolong,
誕,420,nativity,say; words; keitai; mouth; prolonged; drop; stop; footprint; stretch,口|丶,2,nativity,
礎,421,cornerstone,stone; rock; grove; tree; wood; zoo; critters,石|木,2,cornerstone,
婿,422,bridegroom,woman; zoo; critters; moon,女|月,3,bridegroom,
衣,423,garment,top hat; scarf; cloth; clothes; clothing,lid,1,garment,
裁,424,tailor,Thanksgiving; harvest festival; ten; needle; fiesta; top hat; scarf; cloth; clothes; clothing; garment,十|lid,2,tailor,
装,425,attire,turtle; samurai; top hat; scarf; cloth; clothes; clothing; garment,lid,1,attire,
裏,426,back,top hat; scarf; computer,lid,1,back,
壊,427,demolition,soil; dirt; ground; poltergeist; BernaE; ten; needle; eye; cross-eyed; net; top hat; scarf; cloth; clothes; clothing; garment,土|十|目|lid,4,demolition,
哀,428,pathetic,top hat; scarf; mouth,lid|口,2,pathetic,
遠,429,distant,earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf; road,土|口,2,distant,
猿,430,monkey,pack of wild dogs; earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf,土|口,2,monkey,
初,431,first time,cloak; sword; dagger,,0,first time,
巾,432,towel,,,0,towel,
布,433,linen,by one’s side; towel,,0,linen,
帆,434,sail,towel; mediocre; drop; wind,丶,1,sail,
幅,435,hanging scroll,towel; wealth; one; ceiling; mouth; rice field; brains,一|口|田,3,hanging scroll,
帽,436,cap,towel; risk; sun; eye,日|目,2,cap,
幕,437,curtain,graveyard; flowers; sun; large; St. Bernard; towel,日,1,curtain,
幌,438,canopy,towel; limpid; sun; ray; small; little; human legs,日|小|legs,3,canopy,
錦,439,brocade,metal; gold; napkin; white; dove; towel,金,1,brocade,
市,440,market,top hat; towel,lid,1,market,
柿,441,persimmon,tree; wood; market; top hat; towel,木|lid,2,persimmon,
姉,442,elder sister,woman; market; top hat; towel,女|lid,2,elder sister,
肺,443,lungs,moon; market; top hat; towel,月|lid,3,lungs,
帯,444,sash,buckle; apron; crown; towel,,0,sash,
滞,445,stagnate,water; water droplets; water pistol; sash; buckle; apron; crown; towel,水,1,stagnate,
刺,446,thorn,tree; wood; belt; sword; sabre; saber,木,1,thorn,
制,447,system,cow; belt; sword; sabre; saber,,0,system,
製,448,made in...,made in…; system; cow; belt; sword; sabre; saber; hat; scarf; cloth; clothes; clothing; garment,,0,made in...,
転,449,revolve,car; rising cloud; two; elbow; wall,一,1,revolve,
芸,450,technique,flowers; rising cloud; two; elbow; wall,一,1,technique,
雨,451,rain,weather,,0,rain,
雲,452,cloud,rain; weather; rising cloud; two; elbow; wall,一,1,cloud,
曇,453,cloudy weather,sun; cloud; rain; weather; rising cloud; two; elbow; wall,日|一,2,cloudy weather,
雷,454,thunder,rain; weather; rice field; brains,田,1,thunder,
霜,455,frost,rain; weather; inter; Inter Milan; tree; wood; eye,木|目,2,frost,
冬,456,winter,walking legs; ice,,0,winter,
天,457,heavens,one; ceiling; large,一,1,heavens,
妖,458,bewitched,woman; sapling,女,1,bewitched,
沃,459,irrigate,water; water droplets; water pistol; sapling,水,1,irrigate,
橋,460,bridge,tree; wood; angel; heavens; mouth; hood; mouth,木|口,2,bridge,
嬌,461,attractive,woman; angel; heavens; mouth; hood; mouth,女|口,2,attractive,
立,462,stand up,vase,,0,stand up,
泣,463,cry,water; water droplets; water pistol; vase; stand up,水,1,cry,
章,464,badge,vase; stand up; sunflower; early; sun; ten; needle,日|十,2,badge,
競,465,vie,vase; stand up; elder brother; teenager; mouth; human legs,口|legs,2,vie,
帝,466,sovereign,vase; stand up; apron; crown; towel,,0,sovereign,
諦,467,renunciation,say; words; keitai; mouth; sovereign; vase; stand up; apron; crown; towel,口,1,renunciation,
童,468,juvenile,vase; stand up; computer,,0,juvenile,
瞳,469,pupil,eye; juvenile; vase; stand up; computer,目,1,pupil,
鐘,470,bell,metal; gold; juvenile; vase; stand up; computer,金,1,bell,
商,471,make a deal,vase; stand up; alien; hood; human legs; mouth,legs|口,2,make a deal,
嫡,472,legitimate wife,woman; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,女|十|口,3,legitimate wife,
適,473,suitable,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; road,十|口,2,suitable,
滴,474,drip,water; water droplets; water pistol; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,水|十|口,3,drip,
敵,475,enemy,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; taskmaster,十|口,2,enemy,
匕,476,spoon,sitting on the ground,,0,spoon,
叱,477,scold,mouth; diced; seven; spoon; sitting on the ground,口|cut,2,scold,
匂,478,aroma,bound up; spoon; sitting on the ground,,0,aroma,
頃,479,about that time,spoon; sitting on the ground; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,一|丶|貝|目|legs|split,6,about that time,
北,480,north,spoon; sitting on the ground,,0,north,
背,481,stature,north; spoon; sitting on the ground; moon,月,2,stature,
比,482,compare,spoon; sitting on the ground,,0,compare,
昆,483,descendants,sun; compare; spoon; sitting on the ground,日,1,descendants,
皆,484,all,compare; spoon; sitting on the ground; white; dove,,0,all,
楷,485,block letters,,,0,block letters,
諧,486,orderliness,,,0,orderliness,
混,487,mix,water; water droplets; water pistol; descendants; sun; compare; spoon; sitting on the ground,水|日,2,mix,
渇,488,thirst,water; water droplets; water pistol; mexican bandit; muchacho; siesta; sun; aroma; bound up; spoon; sitting on the ground,水|日,2,thirst,
謁,489,audience,say; words; keitai; mouth; mexican bandit; muchacho; siesta; sun; aroma; bound up; spoon; sitting on the ground,口|日,2,audience,
褐,490,brown,cloak; mexican bandit; muchacho; siesta; sun; aroma; bound up; spoon; sitting on the ground,日,1,brown,
喝,491,hoarse,mouth; mexican bandit; muchacho; siesta; sun; aroma; bound up; spoon; sitting on the ground,口|日,2,hoarse,
葛,492,kudzu,flowers; mexican bandit; muchacho; siesta; sun; aroma; bound up; spoon; sitting on the ground,日,1,kudzu,
旨,493,delicious,spoon; sitting on the ground; sun;sun,1,,delicious,
脂,494,fat,moon; delicious; spoon; sun;moon; sun,3,,fat,
詣,495,visit a shrine,say; words; keitai; mouth; delicious; spoon; sitting on the ground; sun;mouth; sun,2,,visit a shrine,
壱,496,I (one),1 (one); samurai; crown; spoon; sitting on the ground,,0,I (one),
毎,497,every,reclining; lying down; mother,女,1,every,
敏,498,cleverness,every; reclining; lying down; mother; breasts; taskmaster,女|体,2,cleverness,
梅,499,plum,tree; wood; every; reclining; lying down; mother; breasts,木|女|体,3,plum,
海,500,sea,water; water droplets; water pistol; every; reclining; lying down; mother; breasts,水|女|体,3,sea,
乞,501,beg,reclining; lying down; fishhook,,0,beg,
乾,502,drought,mist; ten; needle; early; sun; beg; reclining; lying down; fishhook,十|日,2,drought,
腹,503,abdomen,moon; fold back; double back; reclining; lying down; sun; walking legs,月|日,3,abdomen,
複,504,duplicate,cloak; fold back; double back; reclining; lying down; sun; walking legs,日,1,duplicate,
欠,505,lack,yawn,,0,lack,
吹,506,blow,mouth; lack; yawn,口,1,blow,
炊,507,cook,fire; lack; yawn,火,1,cook,
歌,508,song,cancan; can; mouth; street; nail; spike; lack; yawn,口,1,song,
軟,509,soft,car; lack; yawn,,0,soft,
次,510,next,ice; lack; yawn,,0,next,
茨,511,briar,flowers; next; ice; lack; yawn,,0,briar,
資,512,assets,next; ice; lack; yawn; shellfish; clam; oyster; eye; animal legs; eight,貝|目|legs|split,4,assets,
姿,513,figure,next; ice; lack; yawn; woman,女,1,figure,
諮,514,consult with,say; words; keitai; mouth; next; ice; lack; yawn; mouth,口,1,consult with,
賠,515,compensation,shell; muzzle; vase; stand up; mouth,貝|目|legs|split|口,5,compensation,
培,516,cultivate,soil; dirt; ground; muzzle; vase; stand up; mouth,土|口,2,cultivate,
剖,517,divide,muzzle; vase; stand up; mouth; sword; sabre; saber,口,1,divide,
音,518,sound,vase; stand up; sun; tongue wagging,日,1,sound,
暗,519,darkness,sun; sound; vase; stand up; sun;sun,1,,darkness,
韻,520,rhyme,sound; vase; stand up; sun; employee; mouth; shellfish; clam; oyster; eye; animal legs; eight,日|口|貝|目|legs|split,6,rhyme,
識,521,discriminating,say; words; keitai; mouth; kazoo; sound; vase; stand up; sun; fiesta,口|日,2,discriminating,
鏡,522,mirror,metal; gold; vase; stand up; sun; human legs,金|日|legs,3,mirror,
境,523,boundary,soil; dirt; ground; mirror; vase; stand up; sun; human legs,土|日|legs,3,boundary,
亡,524,deceased,perish; top hat; fishhook,lid,1,deceased,
盲,525,blind,deceased; perish; top hat; fishhook; eye,lid|目,2,blind,
妄,526,delusion,deceased; perish; top hat; fishhook; woman,lid|女,2,delusion,
荒,527,laid waste,wreath; flowers; deceased; perish; top hat; fishhook; stream; flood,lid,1,laid waste,
望,528,ambition,deceased; perish; top hat; fishhook; moon; king; jewel; ball,lid|月|ball,4,ambition,
方,529,direction,compass,,0,direction,
妨,530,disturb,compass; direction; woman,女,1,disturb,
坊,531,boy,soil; dirt; ground; compass; direction,土,1,boy,
芳,532,perfumed,perfume; flowers; compass; direction,,0,perfumed,
肪,533,obese,moon; compass; direction,月,2,obese,
訪,534,call on,say; words; keitai; mouth; compass; direction,口,1,call on,
放,535,set free,compass; direction; taskmaster,,0,set free,
激,536,violent,water; water droplets; water pistol; white; dove; compass; direction; taskmaster,水,1,violent,
脱,537,undress,moon; devil; horns; elder brother; teenager; mouth; human legs,月|horns|口|legs,5,undress,
説,538,explanation,rumor; say; words; keitai; mouth; devil; horns; elder brother; teenager; mouth; human legs,口|horns|legs,3,explanation,
鋭,539,pointed,metal; gold; devil; horns; elder brother; teenager; mouth; human legs,金|horns|口|legs,4,pointed,
曽,540,formerly,increase; horns; rice field; brains; sun;horns; field; sun,3,,formerly,
増,541,increase,soil; dirt; ground; formerly; horns; rice field; brains; sun;ground; horns; field; sun,4,,increase,
贈,542,presents,shell; increase; formerly; horns; rice field; brains; sun;shell; eye; legs; split; horns; field; sun,7,,presents,
東,543,east,sun; tree; wood,日|木,2,east,
棟,544,ridgepole,tree; wood; east; tree; wood; sun;tree; sun,2,,ridgepole,
凍,545,frozen,ice; east; tree; wood; sun;tree; sun,2,,frozen,
妊,546,pregnancy,woman; porter; drop; samurai,女|丶,2,pregnancy,
廷,547,courts,porter; drop; samurai; stretch,丶,1,courts,
染,548,dye,water; water droplets; water pistol; nine; baseball; tree; wood,水|ball|木,3,dye,
燃,549,burn,fire; sort of thing; moon; crescent moon; chihuahua; dog; large; drop; oven-fire; barbecue,火|月|丶,4,burn,
賓,550,V.I.P.,house; one; ceiling; few; shellfish; clam; oyster; eye; animal legs; eight,一|貝|目|legs|split,5,V.I.P.,
歳,551,year-end,year end; stop; footprint; one; little; small; march,一|小,2,year-end,
県,552,prefecture,eye; fishhook; small; little,目|小,2,prefecture,
栃,553,horse chestnut,tree; wood; Wimbledon; cliff; ten thousand; one; bound up,木|cliff|一,3,horse chestnut,
地,554,ground,soil; dirt; scorpion,土,1,ground,
池,555,pond,water; water droplets; water pistol; scorpion,水,1,pond,
虫,556,insect,in; stick; mouth,口,1,insect,
蛍,557,lightning bug,lightning-bug; schoolhouse; owl; crown; insect,,0,lightning bug,
蛇,558,snake,insect; wind chimes; house; spoon; sitting on the ground,,0,snake,
虹,559,rainbow,insect; craft,,0,rainbow,
蝶,560,butterfly,insect; Tarzan; generation; tree; wood,木,1,butterfly,
独,561,single,pack of wild dogs; insect,,0,single,
蚕,562,silkworm,heavens; insect,,0,silkworm,
風,563,wind,gnats; drop; insect,丶,1,wind,
己,564,self,snake,,0,self,
起,565,rouse,run; soil; dirt; ground; mend; snake; self,土,1,rouse,
妃,566,queen,woman; snake; self,女,1,queen,
改,567,reformation,snake; self; taskmaster,,0,reformation,
記,568,scribe,say; words; keitai; mouth; snake; self,口,1,scribe,
包,569,wrap,bound up; snake; self,,0,wrap,
胞,570,placenta,moon; wrap; bound up; snake; self,月,2,placenta,
砲,571,cannon,stone; rock; wrap; bound up; snake; self,石,1,cannon,
泡,572,bubble,water; water droplets; water pistol; wrap; bound up; snake; self,水,1,bubble,
亀,573,tortoise,bound up; eels; sun;sun,1,,tortoise,
電,574,electricity,rain; weather; eel; sun;sun,1,,electricity,
竜,575,dragon,vase; stand up; eel; sun;sun,1,,dragon,
滝,576,waterfall,water; water droplets; water pistol; dragon; vase; stand up; eel; sun;water; sun,2,,waterfall,
豚,577,pork,moon; sow; pig,月,2,pork,
逐,578,pursue,sow; pig; road,,0,pursue,
遂,579,consummate,horns; sow; pig; road,horns,1,consummate,
家,580,house,sow; pig,,0,house,
嫁,581,marry into,woman; house; sow; pig,女,1,marry into,
豪,582,overpowering,tall; top hat; mouth; crown; sow; pig,lid|口,2,overpowering,
腸,583,intestines,moon; piggy bank; sun; piglets,月|日,3,intestines,
場,584,location,soil; dirt; ground; piggy bank; sun; piglets,土|日,2,location,
湯,585,hot water,water; water droplets; water pistol; piggy bank; sun; piglets,水|日,2,hot water,
羊,586,sheep,horns,horns,1,sheep,
美,587,beauty,sheep; large; St. Bernard,,0,beauty,
洋,588,ocean,water; water droplets; water pistol; sheep,水,1,ocean,
詳,589,detailed,say; words; keitai; mouth; sheep,口,1,detailed,
鮮,590,fresh,fish; bound up; rice field; brains; oven-fire; barbecue; sheep,田,1,fresh,
達,591,accomplished,soil; dirt; ground; sheep; road,土,1,accomplished,
羨,592,envious,sheep; water; water droplets; water pistol; lack; yawn,水,1,envious,
差,593,distinction,wool; sheep; craft,,0,distinction,
着,594,don,wool; sheep; eye,目,1,don,
唯,595,solely,mouth; turkey,口,1,solely,
堆,596,piled high,soil; dirt; ground; turkey,土,1,piled high,
椎,597,sweet oak,tree; wood; turkey,木,1,sweet oak,
誰,598,who?,who; say; words; keitai; mouth; turkey,口,1,who?,
焦,599,char,turkey; oven-fire; barbecue,,0,char,
礁,600,reef,stone; rock; char; turkey; oven-fire; barbecue,石,1,reef,
