# rank	lemma	count
1748	参	237
1749	小便	237
1750	経済	237
1751	郡	237
1752	開放	237
1753	大声	236
1754	率直	236
1755	米	236
1756	長年	236
1757	アビー	235
1758	多少	235
1759	毎年	235
1760	編集	235
1761	め	234
1762	エリア	234
1763	意外	234
1764	数千	234
1765	材料	234
1766	演	234
1767	独身	234
1768	予言	233
1769	文書	233
1770	模様	232
1771	て	231
1772	善人	231
1773	植物	231
1774	ミア	230
1775	付き合い	230
1776	先日	230
1777	勝者	230
1778	追放	230
1779	切	229
1780	孤児	229
1781	無料	229
1782	空腹	229
1783	適当	229
1784	利	228
1785	化け物	228
1786	変異	228
1787	宣言	228
1788	明白	228
1789	見付ける	228
1790	侵略	227
1791	制限	227
1792	国内	227
1793	幸福	227
1794	引き上げ	227
1795	ライアス	226
1796	乱	226
1797	合法	226
1798	下着	225
1799	合格	225
1800	職業	225
1801	構造	224
1802	葬式	224
1803	音声	224
1804	黙示	224
1805	先ず	223
1806	支店	223
1807	ン	222
1808	地震	222
1809	最強	222
1810	銀	222
1811	同行	221
1812	提督	221
1813	自白	221
1814	解明	221
1815	購入	221
1816	電波	221
1817	ツアー	220
1818	メディア	220
1819	空間	220
1820	解ける	220
1821	会見	219
1822	同	219
1823	尊重	219
1824	期限	219
1825	フェア	218
1826	マイアミ	218
1827	動脈	218
1828	木曜	218
1829	海外	218
1830	狂気	218
1831	費用	218
1832	劇場	217
1833	隣人	217
1834	アレン	216
1835	アンドリュー	216
1836	空ける	216
1837	面接	216
1838	原子	215
1839	報復	215
1840	外交	215
1841	多数	215
1842	演技	215
1843	中継	214
1844	内緒	214
1845	地方	214
1846	本名	214
1847	表示	214
1848	誠実	214
1849	久い	213
1850	悪者	213
1851	技	213
1852	日付	213
1853	貨物	213
1854	足跡	213
1855	反撃	212
1856	味う	212
1857	守護	212
1858	座り	212
1859	論	212
1860	アフガニスタン	211
1861	再会	211
1862	利生	211
1863	晩	211
1864	結末	211
1865	行き先	211
1866	言語	211
1867	固定	210
1868	潜水	210
1869	無限	210
1870	継続	210
1871	製品	210
1872	離陸	210
1873	アト	209
1874	上着	209
1875	体制	209
1876	児	209
1877	各	209
1878	押し入	209
1879	空軍	209
1880	通話	209
1881	運ぶ	209
1882	一応	208
1883	放る	208
1884	栄光	208
1885	火曜	208
1886	アボット	207
1887	丁度	207
1888	加速	207
1889	単独	207
1890	自警	207
1891	過剰	207
1892	イアン	206
1893	不利	206
1894	交代	206
1895	人種	206
1896	史上	206
1897	報	206
1898	手間	206
1899	民主	206
1900	民衆	206
1901	独房	206
1902	判決	205
1903	書ける	205
1904	有効	205
1905	検出	205
1906	見解	205
1907	陸軍	205
1908	アーチャー	204
1909	ピアノ	204
1910	所持	204
1911	文化	204
1912	経歴	204
1913	進歩	204
1914	集合	204
1915	回避	203
1916	声明	203
1917	アイリーン	202
1918	坊主	202
1919	意地	202
1920	粒子	202
1921	通路	202
1922	エア	201
1923	業界	201
1924	設置	201
1925	載せる	201
1926	催眠	200
1927	変人	200
1928	情熱	200
1929	最適	200
1930	本能	200
1931	法的	200
1932	獲得	200
1933	調達	200
1934	創	199
1935	区域	199
1936	現象	199
1937	アカデミー	198
1938	仕上げ	198
1939	制	198
1940	台所	198
1941	合流	198
1942	変態	198
1943	応	198
1944	是非	198
1945	白状	198
1946	皆殺し	198
1947	着信	198
1948	重力	198
1949	風邪	198
1950	飛び降りる	198
1951	例外	197
1952	同志	197
1953	成績	197
1954	本来	197
1955	の	196
1956	ワイアット	196
1957	伝う	196
1958	素直	196
1959	群	196
1960	主に	195
1961	充電	195
1962	対抗	195
1963	引き出	195
1964	同じく	194
1965	墓地	194
1966	売買	194
1967	大体	194
1968	番地	194
1969	路	194
1970	せる	193
1971	万歳	193
1972	休める	193
1973	田舎	193
1974	体重	192
1975	止	192
1976	直感	192
1977	アマ	191
1978	一種	191
1979	手首	191
1980	衝動	191
1981	回線	190
1982	探知	190
1983	日常	190
1984	次元	190
1985	直後	190
1986	野蛮	190
1987	人数	189
1988	団体	189
1989	境界	189
1990	文明	189
1991	有能	189
1992	高価	189
1993	アナキン	188
1994	保持	188
1995	女優	188
1996	応え	188
1997	有利	188
1998	直す	188
1999	迷子	188
2000	アリソン	187
2001	予感	187
2002	付近	187
2003	向こう側	187
2004	宮殿	187
2005	性的	187
2006	連合	187
2007	伊勢	186
2008	差別	186
2009	建築	186
2010	想定	186
2011	投与	186
2012	管制	186
2013	わあ	185
2014	停電	185
2015	出所	185
2016	大気	185
2017	悪気	184
2018	戦術	184
2019	次回	184
2020	比較	184
2021	総督	184
2022	雰囲気	184
2023	マフィア	183
2024	不快	183
2025	中断	183
2026	前科	183
2027	大げさ	183
2028	秘書	183
2029	退学	183
2030	アーム	182
2031	一家	182
2032	保釈	182
2033	出動	182
2034	地帯	182
2035	小切手	182
2036	当たり	182
2037	書く	182
2038	論理	182
2039	鉱山	182
2040	処方	181
2041	取材	181
2042	拠点	181
2043	採用	181
2044	教室	181
2045	決心	181
2046	王冠	181
2047	職務	181
2048	致命	181
2049	表情	181
2050	話し合い	181
2051	以降	180
2052	初日	180
2053	推理	180
2054	産業	180
2055	論文	180
2056	あかね	179
2057	ソフィア	179
2058	作成	179
2059	動産	179
2060	回転	179
2061	大胆	179
2062	気絶	179
2063	爽	179
2064	知性	179
2065	菜々	179
2066	説	179
2067	降下	179
2068	偽造	178
2069	和解	178
2070	大嫌い	178
2071	無力	178
2072	現地	178
2073	説教	178
2074	銃声	178
2075	到達	177
2076	不運	176
2077	写	176
2078	分かれる	176
2079	変わり	176
2080	握手	176
2081	日記	176
2082	アルバート	175
2083	別人	175
2084	大将	175
2085	引っかく	175
2086	生産	175
2087	紗絵	175
2088	航海	175
2089	隊員	175
2090	エンジニア	174
2091	セクレタリ	174
2092	上出来	174
2093	供述	174
2094	指環	174
2095	様々	174
2096	不審	173
2097	仮説	173
2098	先月	173
2099	参照	173
2100	取り戻す	173
2101	合意	173
2102	宣伝	173
2103	愛人	173
2104	温度	173
2105	無礼	173
2106	盲目	173
2107	インディアン	172
2108	予算	172
2109	務め	172
2110	及び	172
2111	呼び出し	172
2112	大麻	172
2113	料金	172
2114	未知	172
2115	潜在	172
2116	現状	172
2117	生き残る	172
2118	見	172
2119	賞金	172
2120	手口	171
2121	模	171
2122	決意	171
2123	派手	171
2124	義理	171
2125	聴取	171
2126	録画	171
2127	アジア	170
2128	不死	170
2129	人格	170
2130	成し遂げる	170
2131	納屋	170
2132	美	170
2133	習慣	170
2134	合理	169
2135	毎回	169
2136	独立	169
2137	着せる	169
2138	過ごす	169
2139	部署	169
2140	アス	168
2141	人口	168
2142	住人	168
2143	家賃	168
2144	展示	168
2145	広告	168
2146	広場	168
2147	本質	168
2148	象徴	168
2149	郊外	168
2150	鉄道	168
2151	食堂	168
2152	リアル	167
2153	俳優	167
2154	初期	167
2155	協定	167
2156	戦車	167
2157	火災	167
2158	狂人	167
2159	花火	167
2160	行う	167
2161	遺産	167
2162	金額	167
2163	馬車	167
2164	標準	166
2165	母国	166
2166	裁	166
2167	身長	166
2168	ありゃ	165
2169	アルコール	165
2170	外部	165
2171	我が家	165
2172	救命	165
2173	殿下	165
2174	毎週	165
2175	火星	165
2176	統合	165
2177	足元	165
2178	隠し事	165
2179	香港	165
2180	住宅	164
2181	動作	164
2182	大人しい	164
2183	富	164
2184	形跡	164
2185	神秘	164
2186	親戚	164
2187	アドレス	163
2188	丶	163
2189	反抗	163
2190	増加	163
2191	常識	163
2192	文	163
2193	検視	163
2194	構え	163
2195	毛布	163
2196	軍団	163
2197	ダイアナ	162
2198	バックアップ	162
2199	仕組	162
2200	仮定	162
2201	年上	162
2202	抗議	162
2203	持ち上げる	162
2204	整	162
2205	最良	162
2206	路地	162
2207	運営	162
2208	銀河	162
2209	アバ	161
2210	主要	161
2211	実在	161
2212	師匠	161
2213	男女	161
2214	結び	161
2215	野生	161
2216	アライグマ	160
2217	消去	160
2218	相続	160
2219	全国	159
2220	営業	159
2221	審査	159
2222	悟空	159
2223	懸念	159
2224	掛	159
2225	改善	159
2226	放置	159
2227	生む	159
2228	石油	159
2229	退院	159
2230	つ	158
2231	低下	158
2232	全滅	158
2233	八	158
2234	動画	158
2235	抜る	158
2236	東田	158
2237	現代	158
2238	競技	158
2239	見知	158
2240	退治	158
2241	野菜	158
2242	領主	158
2243	まあまあ	157
2244	化粧	157
2245	名乗	157
2246	成る	157
2247	本心	157
2248	気楽	157
2249	無茶	157
2250	生き残り	157
2251	異議	157
2252	組合	157
2253	補給	157
2254	ね	156
2255	アイディア	156
2256	外す	156
2257	知的	156
2258	経路	156
2259	通り抜け	156
2260	麗子	156
2261	人員	155
2262	似合い	155
2263	先頭	155
2264	兵隊	155
2265	名簿	155
2266	周波	155
2267	大騒ぎ	155
2268	成立	155
2269	改造	155
2270	数十	155
2271	異星	155
2272	税金	155
2273	配	155
2274	雇用	155
2275	電池	155
2276	ん	154
2277	コロンビア	154
2278	交差	154
2279	基準	154
2280	考え	154
2281	賞賛	154
2282	通知	154
2283	首都	154
2284	も	153
2285	アイルランド	153
2286	アレルギー	153
2287	先祖	153
2288	大門	153
2289	安藤	153
2290	昨年	153
2291	最愛	153
2292	男子	153
2293	画面	153
2294	観光	153
2295	防犯	153
2296	降ろす	153
2297	アイアン	152
2298	並べる	152
2299	再現	152
2300	前方	152
2301	前線	152
2302	機器	152
2303	流行	152
2304	養子	152
2305	あちら	151
2306	ソ連	151
2307	上級	151
2308	乗組	151
2309	伝染	151
2310	作り話	151
2311	政権	151
2312	旧	151
2313	物資	151
2314	統治	151
2315	臓器	151
2316	転換	151
2317	迅速	151
2318	食らう	151
2319	スチュアート	150
2320	令	150
2321	制度	150
2322	区画	150
2323	厳重	150
2324	家具	150
2325	射殺	150
2326	後退	150
2327	観客	150
2328	香水	150
2329	不在	149
2330	乱暴	149
2331	再建	149
2332	安らか	149
2333	専用	149
2334	祖国	149
2335	解く	149
2336	貴族	149
2337	院長	149
2338	交う	148
2339	参考	148
2340	大戦	148
2341	推薦	148
2342	業者	148
2343	湾	148
2344	照る	148
2345	移送	148
2346	総統	148
2347	降参	148
2348	ケア	147
2349	口論	147
2350	回路	147
2351	大和田	147
2352	暴動	147
2353	校	147
2354	演説	147
2355	見直	147
2356	野獣	147
2357	会場	146
2358	価格	146
2359	参り	146
2360	口径	146
2361	女神	146
2362	採取	146
2363	業務	146
2364	消滅	146
2365	重ね	146
2366	入学	145
2367	出産	145
2368	子犬	145
2369	手袋	145
2370	空想	145
2371	節約	145
2372	警視	145
2373	全身	144
2374	別々	144
2375	劇	144
2376	外側	144
2377	引き出し	144
2378	弟子	144
2379	組み合わせ	144
2380	茶色	144
2381	階級	144
2382	たどる	143
2383	アリシア	143
2384	可	143
2385	引き換え	143
2386	感心	143
2387	摂取	143
2388	毎朝	143
2389	無謀	143
2390	知事	143
2391	設備	143
2392	響	143
2393	アッシュ	142
2394	丈	142
2395	加護	142
2396	司祭	142
2397	団結	142
2398	定め	142
2399	延期	142
2400	強烈	142
2401	所属	142
2402	探検	142
2403	毎	142
2404	照合	142
2405	経過	142
2406	苦情	142
2407	表面	142
2408	よ	141
2409	バージニア	141
2410	両	141
2411	事前	141
2412	先端	141
2413	公正	141
2414	南部	141
2415	受け取る	141
2416	同感	141
2417	急ぎ	141
2418	照明	141
2419	猶予	141
2420	裏口	141
2421	解散	141
2422	通る	141
2423	道	141
2424	韓国	141
2425	アンドレア	140
2426	中隊	140
2427	会長	140
2428	入口	140
2429	助ける	140
2430	寸前	140
2431	小人	140
2432	役者	140
2433	祐司	140
2434	神話	140
2435	順番	140
2436	あける	139
2437	不良	139
2438	叫び声	139
2439	合成	139
2440	推定	139
2441	放つ	139
2442	昼間	139
2443	知能	139
2444	素人	139
2445	聖職	139
2446	ぶっ	138
2447	一矢	138
2448	信者	138
2449	周	138
2450	寛大	138
2451	後方	138
2452	決着	138
2453	特権	138
2454	産まれる	138
2455	絵画	138
2456	裕福	138
2457	見通し	138
2458	通訳	138
2459	井戸	137
2460	入力	137
2461	外傷	137
2462	幹部	137
2463	座席	137
2464	機長	137
2465	男	137
2466	金髪	137
2467	雨宮	137
2468	いやあ	136
2469	モリアティー	136
2470	偽名	136
2471	内臓	136
2472	向かい	136
2473	張り	136
2474	来年	136
2475	血清	136
2476	補佐	136
2477	解剖	136
2478	アポロ	135
2479	アンジー	135
2480	アンドリア	135
2481	アート	135
2482	一気	135
2483	子守	135
2484	提示	135
2485	搭乗	135
2486	空っぽ	135
2487	食い止める	135
2488	共謀	134
2489	出演	134
2490	勢力	134
2491	化	134
2492	右手	134
2493	天井	134
2494	抑制	134
2495	振り向る	134
2496	支度	134
2497	構成	134
2498	歌手	134
2499	深夜	134
2500	なり	133
2501	共産	133
2502	分子	133
2503	場面	133
2504	放題	133
2505	立証	133
2506	自爆	133
2507	街中	133
2508	送金	133
2509	食い物	133
2510	５千	133
2511	体内	132
2512	化け	132
2513	可哀想	132
2514	帰国	132
2515	店員	132
2516	放火	132
2517	略奪	132
2518	細工	132
2519	身代	132
2520	コア	131
2521	可笑しい	131
2522	名付け	131
2523	太平	131
2524	打ち上げる	131
2525	最期	131
2526	服役	131
2527	水曜	131
2528	生える	131
2529	美波	131
2530	角度	131
2531	診察	131
2532	通す	131
2533	通用	131
2534	部族	131
2535	あえて	130
2536	公共	130
2537	学ぶ	130
2538	平穏	130
2539	抹殺	130
2540	救済	130
2541	液体	130
2542	解毒	130
2543	食欲	130
2544	予防	129
2545	亡命	129
2546	向かう	129
2547	哲学	129
2548	工学	129
2549	感想	129
2550	計	129
2551	野心	129
2552	アルミ	128
2553	オーストラリア	128
2554	ディア	128
2555	丁	128
2556	再度	128
2557	外見	128
2558	役員	128
2559	恩人	128
2560	整える	128
2561	欠点	128
2562	点火	128
2563	理性	128
2564	真	128
2565	移植	128
2566	箇所	128
2567	荷造り	128
2568	魔力	128
2569	あふれる	127
2570	一掃	127
2571	便利	127
2572	名案	127
2573	堂々	127
2574	将校	127
2575	投稿	127
2576	明信	127
2577	要点	127
2578	解析	127
2579	鼓動	127
2580	アッ	126
2581	下水	126
2582	反省	126
2583	国外	126
2584	失業	126
2585	学者	126
2586	意義	126
2587	総	126
2588	美味	126
2589	要素	126
2590	解釈	126
2591	起爆	126
2592	遂行	126
2593	過激	126
2594	野人	126
2595	ムーア	125
2596	依存	125
2597	処女	125
2598	取り消	125
2599	大抵	125
2600	手柄	125
2601	治す	125
2602	無敵	125
2603	翌日	125
2604	識別	125
2605	進路	125
2606	過る	125
2607	青年	125
2608	アロー	124
2609	アンバー	124
2610	ビクトリア	124
2611	仲直り	124
2612	公衆	124
2613	変装	124
2614	村田	124
2615	測定	124
2616	破産	124
2617	立ち入り	124
2618	衛生	124
2619	身内	124
2620	アシスタント	123
2621	アンダーソン	123
2622	不倫	123
2623	会合	123
2624	何十	123
2625	傍受	123
2626	区別	123
2627	未亡人	123
2628	民族	123
2629	真下	123
2630	究極	123
2631	警護	123
2632	ボランティア	122
2633	一流	122
2634	不死身	122
2635	傑作	122
2636	兵団	122
2637	分類	122
2638	前向き	122
2639	加地	122
2640	占領	122
2641	報い	122
2642	大砲	122
2643	孤立	122
2644	後部	122
2645	新入り	122
2646	活躍	122
2647	浄化	122
2648	生死	122
2649	結合	122
2650	親指	122
2651	設立	122
2652	過程	122
2653	顔色	122
2654	高貴	122
2655	乗船	121
2656	名声	121
2657	明朝	121
2658	組み立て	121
2659	アビゲイル	120
2660	ピアス	120
2661	交信	120
2662	人材	120
2663	使者	120
2664	傾向	120
2665	光景	120
2666	単語	120
2667	国連	120
2668	家内	120
2669	平凡	120
2670	徹	120
2671	旧友	120
2672	概念	120
2673	浅野	120
2674	群衆	120
2675	講義	120
2676	ジョシュア	119
2677	上官	119
2678	出世	119
2679	取り付け	119
2680	常務	119
2681	敵対	119
2682	楽勝	119
2683	片	119
2684	理	119
2685	移民	119
2686	窮地	119
2687	策略	119
2688	補助	119
2689	見分け	119
2690	解体	119
2691	閉店	119
2692	雇い主	119
2693	う	118
2694	アラ	118
2695	オーストリア	118
2696	グレアム	118
2697	ダンブルドア	118
2698	上品	118
2699	人手	118
2700	備後	118
2701	国土	118
2702	地雷	118
2703	平均	118
2704	撃ち	118
2705	教訓	118
2706	独占	118
2707	罪人	118
2708	読書	118
2709	調理	118
2710	過	118
2711	食品	118
2712	アデル	117
2713	アンドレ	117
2714	クライアント	117
2715	ヤ	117
2716	ユーモア	117
2717	一旦	117
2718	上空	117
2719	容器	117
2720	対面	117
2721	復元	117
2722	所在	117
2723	指摘	117
2724	振動	117
2725	措置	117
2726	教官	117
2727	断言	117
2728	機体	117
2729	点ける	117
2730	王家	117
2731	真っ直ぐ	117
2732	社交	117
2733	シリア	116
2734	元老	116
2735	分解	116
2736	却下	116
2737	名刺	116
2738	基礎	116
2739	感知	116
2740	新品	116
2741	景色	116
2742	照準	116
2743	牧場	116
2744	物体	116
2745	独自	116
2746	画	116
2747	発展	116
2748	目当て	116
2749	該当	116
2750	防弾	116
2751	一連	115
2752	乗員	115
2753	原	115
2754	収入	115
2755	合う	115
2756	学習	115
2757	決勝	115
2758	玉座	115
2759	発動	115
2760	美女	115
2761	迷路	115
2762	重罪	115
2763	アップロード	114
2764	アナベル	114
2765	ドン	114
2766	パイア	114
2767	入国	114
2768	同期	114
2769	名義	114
2770	商人	114
2771	宝物	114
2772	属	114
2773	後継	114
2774	探査	114
2775	政策	114
2776	止まる	114
2777	法則	114
2778	自覚	114
2779	認証	114
2780	資源	114
2781	適任	114
2782	長者	114
2783	預言	114
2784	妥協	113
2785	気配	113
2786	落下	113
2787	要望	113
2788	視界	113
2789	記	113
2790	近道	113
2791	アメリア	112
2792	アルフレッド	112
2793	フロア	112
2794	先輩	112
2795	勢い	112
2796	安置	112
2797	対決	112
2798	指定	112
2799	無傷	112
2800	空中	112
2801	終身	112
2802	豪華	112
2803	足止め	112
2804	高め	112
